"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0716","QUARTERLY","MICRO","Auto.Arima",7901.21463878203,8056.31203484131,8211.40943090059,8366.50682695987,8521.60422301915,8676.70161907843,8831.79901513771,8986.89641119699
"N0716","QUARTERLY","MICRO","BSTS",7400.91619857297,7866.46739735755,7495.33428507697,7763.59579837933,7497.24479763331,7911.6673758212,7594.47347908507,7845.6827899626
"N0716","QUARTERLY","MICRO","ETS",8046.18878069167,8209.49266922594,8372.7965577602,8536.10044629447,8699.40433482873,8862.708223363,9026.01211189726,9189.31600043153
"N0716","QUARTERLY","MICRO","THETA",6825.42777453751,7598.40336604657,7159.46161647394,8163.2115823353,7124.88467945187,7928.15670895359,7466.83110709913,8509.95243093661
"N0716","QUARTERLY","MICRO","BEA",7782.77320601555,8044.09070047493,8026.51342457925,8222.06769054455,8239.4177851604,8483.69240608754,8484.09486870668,8673.96506719704
"N0716","QUARTERLY","MICRO","EAT",7590.94373133707,7954.73602337127,7914.55586837825,8355.27295186321,8115.29774576659,8489.18885046501,8441.54741137804,8895.38828085504
"N0716","QUARTERLY","MICRO","BAT",7375.85287063083,7840.39426608181,7622.0684441505,8097.77140255816,7714.57790003478,8172.17523461774,7964.36786710731,8447.51054403207
"N0716","QUARTERLY","MICRO","BET",7424.17758460072,7891.45447754335,7675.86415310371,8154.30260900303,7773.84460397131,8234.17743604593,8029.10556602716,8514.98374044358
"N0716","QUARTERLY","MICRO","BEAT",7543.43684814604,7932.66886686784,7809.75047255293,8207.35366349224,7960.78450873327,8344.80848180406,8229.7789283048,8632.96190813193
"N0716","QUARTERLY","MICRO","medianBEAT",7651.0654186775,7961.38971609943,7853.37185798878,8264.85920464758,8009.42451032623,8302.42916401601,8213.13624711139,8748.4244210668
"N0716","QUARTERLY","MICRO","meanBaggedBEAT",7434.4009853632,7821.97348141412,7681.00957017117,8121.50111787638,7773.73561567309,8258.06983359741,8117.7231905054,8490.30457570399
"N0716","QUARTERLY","MICRO","medianBaggedBEAT",7513.46387714649,7881.61198475909,7749.76452441281,8186.67070169975,7899.11267317091,8399.86495238153,8282.02474133578,8626.96348968358
"N0716","QUARTERLY","MICRO","meanPertBEAT",7328.45361513992,7668.32814620893,7578.65326336369,7939.15207327188,7689.12834067474,8048.0639292488,7963.82033160951,8338.62671206226
"N0716","QUARTERLY","MICRO","medianPertBEAT",7282.83358083512,7671.79212647366,7598.86751001417,7985.29287323284,7750.19734656236,8128.89800552599,8061.57506939435,8413.87402268173
