"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0791","QUARTERLY","MICRO","Auto.Arima",5363.3705602845,5590.21668347889,8388.10883660167,8961.9572102417,5997.8744218966,6217.57823074268,9011.84045511363,9583.84399497839
"N0791","QUARTERLY","MICRO","BSTS",5615.61423821407,6081.9743890739,8789.4973211834,9334.90460794043,6616.11439028167,7083.98712090139,9796.51405351872,10302.820331655
"N0791","QUARTERLY","MICRO","ETS",5180.98442745005,5832.84703416241,9327.53881450007,9291.66760526274,5795.53429493127,6506.84484394311,10378.2921564327,10312.8162822922
"N0791","QUARTERLY","MICRO","THETA",5919.63186434409,6363.21650980324,8953.52059998983,8557.35214128395,6092.14262758277,6547.31303870157,9210.69803425079,8801.39771971702
"N0791","QUARTERLY","MICRO","BEA",5386.65640864954,5835.0127022384,8835.04832409505,9196.17647448162,6136.50770236985,6602.80339852906,9728.88222168833,10066.4935363085
"N0791","QUARTERLY","MICRO","EAT",5487.99561735954,5928.76007581485,8889.72275036386,8936.99231892946,5961.85044813688,6423.91203779579,9533.61021526569,9566.01933232919
"N0791","QUARTERLY","MICRO","BAT",5632.87222094755,6011.80252745201,8710.37558592497,8951.40465315536,6235.37714658701,6616.29279678188,9339.68418096105,9562.68734878347
"N0791","QUARTERLY","MICRO","BET",5572.07684333607,6092.67931101318,9023.5189118911,9061.30811816237,6167.93043759857,6712.71500118202,9795.16808140072,9805.6781112214
"N0791","QUARTERLY","MICRO","BEAT",5519.90027257318,5967.06365412961,8864.66639306874,9036.47039118221,6125.41643367308,6588.93080857219,9599.33617482895,9750.21958216064
"N0791","QUARTERLY","MICRO","medianBEAT",5489.49239924928,5957.41071161815,8871.50896058662,9126.81240775222,6045.00852473969,6527.07894132234,9503.60604388475,9943.3321633167
"N0791","QUARTERLY","MICRO","meanBaggedBEAT",5822.48033600424,6419.50897568579,8713.9629329246,8480.48802599477,6496.60557985469,7116.69557099839,9455.70731997439,9223.50441994909
"N0791","QUARTERLY","MICRO","medianBaggedBEAT",5729.9757647628,6414.26333455998,8637.81739227385,8339.70573037596,6391.25475552843,7161.07328712393,9312.54667364011,9049.49366184339
"N0791","QUARTERLY","MICRO","meanPertBEAT",6026.08332135405,6622.45468728324,8868.33423393283,8984.4315770891,6980.31510210029,7595.65913188291,9884.63515165867,9986.28493696686
"N0791","QUARTERLY","MICRO","medianPertBEAT",5907.59913108973,6564.50344665147,8901.00862099801,9027.12486816511,6846.71907873647,7536.88827906354,9882.38122653928,9975.14148730703
