"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0013","YEARLY","MICRO","Auto.Arima",6316.1346153838,6664.16923076761,7012.20384615141,7360.23846153521,7708.27307691901,8056.30769230282
"N0013","YEARLY","MICRO","BSTS",6328.73495624085,6736.3599744762,7126.20402890746,7533.25561151084,7920.72615186624,8310.08534331087
"N0013","YEARLY","MICRO","ETS",6316.4945378443,6674.41621350213,7032.33788915996,7390.25956481779,7748.18124047563,8106.10291613346
"N0013","YEARLY","MICRO","THETA",6151.43685442818,6334.81001926335,6518.18318409851,6701.55634893368,6884.92951376884,7068.30267860401
"N0013","YEARLY","MICRO","BEA",6320.45470315632,6691.64847291531,7056.91525473961,7427.91787928795,7792.39348975363,8157.49865058238
"N0013","YEARLY","MICRO","EAT",6261.35533588543,6557.79848784436,6854.24163980329,7150.68479176223,7447.12794372116,7743.57109568009
"N0013","YEARLY","MICRO","BAT",6265.43547535095,6578.44640816905,6885.53035305246,7198.35014065991,7504.6429141847,7811.56523807257
"N0013","YEARLY","MICRO","BET",6265.55544950444,6581.86206908056,6892.24170072198,7208.35717508744,7517.94563537023,7828.16364601611
"N0013","YEARLY","MICRO","BEAT",6278.20024097428,6602.43885950232,6922.23223707934,7246.32749669938,7565.52749575743,7885.19965758779
"N0013","YEARLY","MICRO","medianBEAT",6316.31457661405,6669.29272213487,7022.27086765568,7375.2490131765,7728.22715869732,8081.20530421814
"N0013","YEARLY","MICRO","meanBaggedBEAT",6252.33081857799,6569.26944680191,6884.38602815067,7204.62870165102,7525.46228901875,7846.51828572885
"N0013","YEARLY","MICRO","medianBaggedBEAT",6265.94057228835,6583.19393356283,6897.5038713491,7214.78772209124,7532.91390126426,7851.56057036694
"N0013","YEARLY","MICRO","meanPertBEAT",6197.03754589233,6517.40843089082,6836.95358364653,7156.34645359147,7474.5489499304,7794.43163517884
"N0013","YEARLY","MICRO","medianPertBEAT",6156.22762287214,6463.61675522467,6769.66719475456,7075.44651579583,7380.47439603177,7687.38744081052
