"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0480","YEARLY","DEMOGRAPHIC","Auto.Arima",4706,4658,4610,4562,4514,4466
"N0480","YEARLY","DEMOGRAPHIC","BSTS",4702.38903071088,4651.39061725391,4598.27921090451,4545.7607857593,4498.26126902265,4442.17687527754
"N0480","YEARLY","DEMOGRAPHIC","ETS",4705.93758180331,4658.09003488444,4610.24248796556,4562.39494104669,4514.54739412781,4466.69984720894
"N0480","YEARLY","DEMOGRAPHIC","THETA",4805.38362556777,4856.75730977829,4908.13099398882,4959.50467819935,5010.87836240987,5062.2520466204
"N0480","YEARLY","DEMOGRAPHIC","BEA",4704.77553750473,4655.82688404612,4606.17389962336,4556.71857560199,4508.93622105015,4458.29224082883
"N0480","YEARLY","DEMOGRAPHIC","EAT",4739.10706912369,4724.28244822091,4709.45782731813,4694.63320641534,4679.80858551256,4664.98396460978
"N0480","YEARLY","DEMOGRAPHIC","BAT",4737.92421875955,4722.04930901073,4705.47006829778,4689.08848798621,4674.37987714417,4656.80964063265
"N0480","YEARLY","DEMOGRAPHIC","BET",4737.90341269399,4722.07932063888,4705.55089761963,4689.22013500178,4674.56234185345,4657.04292303562
"N0480","YEARLY","DEMOGRAPHIC","BEAT",4729.92755952049,4706.05949047916,4681.66317321472,4657.41510125133,4634.42175639008,4609.28219227672
"N0480","YEARLY","DEMOGRAPHIC","medianBEAT",4705.96879090166,4658.04501744222,4610.12124398278,4562.19747052334,4514.27369706391,4466.34992360447
"N0480","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",4766.12799078286,4749.50499335604,4731.63905005295,4714.84082379262,4697.97036031634,4681.020221274
"N0480","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",4732.00739718296,4706.11020468194,4680.52793817126,4652.93177858821,4624.51871594457,4598.63104370487
"N0480","YEARLY","DEMOGRAPHIC","meanPertBEAT",4733.93010614927,4712.38760912919,4691.15232929996,4669.80462594031,4649.137252818,4628.71928472178
"N0480","YEARLY","DEMOGRAPHIC","medianPertBEAT",4729.16066868823,4706.78447855411,4684.41060935266,4664.0472977029,4644.48912672581,4625.44759366061
