"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0570","YEARLY","DEMOGRAPHIC","Auto.Arima",2403.00076689373,2100.00153378746,1797.00230068119,1494.00306757492,1191.00383446865,888.004601362378
"N0570","YEARLY","DEMOGRAPHIC","BSTS",2324.01130931686,1997.08761935608,1690.49324680847,1384.55674195956,1097.6062177279,788.851543774001
"N0570","YEARLY","DEMOGRAPHIC","ETS",2293.38679648868,1976.44099756736,1659.49519864605,1342.54939972473,1025.60360080341,708.657801882098
"N0570","YEARLY","DEMOGRAPHIC","THETA",2571.7999040864,2437.59902689342,2303.39814970043,2169.19727250745,2034.99639531447,1900.79551812149
"N0570","YEARLY","DEMOGRAPHIC","BEA",2340.13295756642,2024.51005023697,1715.66358204524,1407.0364030864,1104.73788433332,795.171315672826
"N0570","YEARLY","DEMOGRAPHIC","EAT",2422.72915582294,2171.34718608275,1919.96521634256,1668.58324660237,1417.20127686218,1165.81930712199
"N0570","YEARLY","DEMOGRAPHIC","BAT",2432.93732676566,2178.22939334565,1930.29789906336,1682.58569401398,1441.20214917034,1192.55055441929
"N0570","YEARLY","DEMOGRAPHIC","BET",2396.39933663064,2137.04254793895,1884.46219838498,1632.10113806391,1386.06873794859,1132.76828792586
"N0570","YEARLY","DEMOGRAPHIC","BEAT",2398.04969419642,2127.78229440108,1862.59722395904,1597.57662044167,1337.30251207861,1071.57736628499
"N0570","YEARLY","DEMOGRAPHIC","medianBEAT",2363.50603810529,2048.54457657177,1743.74777374483,1439.27990476724,1144.30502609827,838.428072568189
"N0570","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",2408.67987587193,2147.48079202135,1877.4306037116,1611.33483081744,1350.33007628797,1079.73217867469
"N0570","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",2397.6140711288,2135.54573448996,1882.52033070178,1633.15160970986,1375.76846310197,1116.31247430291
"N0570","YEARLY","DEMOGRAPHIC","meanPertBEAT",2317.81859699971,2039.12501381546,1762.80652998465,1483.19068520268,1205.24702358579,927.627119842061
"N0570","YEARLY","DEMOGRAPHIC","medianPertBEAT",2284.32207223739,1981.00967455445,1678.03580194453,1372.53721874313,1069.53330756649,767.770170143283
