"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0091","YEARLY","MICRO","Auto.Arima",3863.3630769226,4074.6661538452,4285.9692307678,4497.2723076904,4708.575384613,4919.8784615356
"N0091","YEARLY","MICRO","BSTS",3714.73241371737,3943.31025084497,4161.64941703991,4373.22226850506,4583.5940027904,4799.10945683366
"N0091","YEARLY","MICRO","ETS",3449.12474206903,3637.16580290049,3825.20686373194,4013.24792456339,4201.28898539485,4389.3300462263
"N0091","YEARLY","MICRO","THETA",3754.3831607607,3856.76146845301,3959.13977614532,4061.51808383762,4163.89639152993,4266.27469922224
"N0091","YEARLY","MICRO","BEA",3675.74007756967,3885.04740253022,4090.94183717988,4294.58083358628,4497.81945759941,4702.77265486519
"N0091","YEARLY","MICRO","EAT",3688.95699325078,3856.19780839957,4023.43862354835,4190.67943869714,4357.92025384593,4525.16106899471
"N0091","YEARLY","MICRO","BAT",3777.49288380022,3958.24595771439,4135.58614131768,4310.6708866777,4485.35525964444,4661.75420586383
"N0091","YEARLY","MICRO","BET",3639.41343884903,3812.41250739949,3981.99868563906,4149.32942563536,4316.25979323839,4484.90473409407
"N0091","YEARLY","MICRO","BEAT",3695.40084836743,3877.97591901092,4057.99132192124,4236.31514614912,4414.33869108204,4593.64816595445
"N0091","YEARLY","MICRO","medianBEAT",3734.55778723904,3900.03585964899,4060.39459659262,4217.37017617134,4392.44149409262,4594.21975152998
"N0091","YEARLY","MICRO","meanBaggedBEAT",3542.00652807076,3712.36500447326,3883.41322842988,4054.02427340103,4224.18984906767,4393.46642236147
"N0091","YEARLY","MICRO","medianBaggedBEAT",3460.14066840911,3623.13419193313,3789.07145800038,3955.10017329901,4120.67943996145,4286.17199542014
"N0091","YEARLY","MICRO","meanPertBEAT",3666.0414297966,3848.73170495422,4043.79416352417,4229.81742567201,4424.8643076781,4611.6464411682
"N0091","YEARLY","MICRO","medianPertBEAT",3633.02235679439,3813.15881043771,3992.63223645541,4172.25823583836,4352.70117692696,4528.50096996531
