"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0852","QUARTERLY","INDUSTRY","Auto.Arima",7055.33997295337,6756.23032482271,7057.91995801797,7378.58497557851,7044.34843692595,6699.25799963887,7025.95552014244,7367.52634338891
"N0852","QUARTERLY","INDUSTRY","BSTS",7077.939241588,6917.85718722607,7278.87499410445,7636.35852956422,7418.62461821697,7257.42606970996,7615.58269010674,7967.490158365
"N0852","QUARTERLY","INDUSTRY","ETS",7039.33370524496,6906.33893334514,7091.47321719068,7322.46078507404,7039.33461876027,6906.33982960132,7091.47413747229,7322.46173533159
"N0852","QUARTERLY","INDUSTRY","THETA",7055.14402283307,6932.23169519601,7122.43516862999,7365.92683548806,7096.97522432092,6973.27329194292,7164.54052619797,7409.40737058965
"N0852","QUARTERLY","INDUSTRY","BEA",7057.53763992878,6860.14214846464,7142.7560564377,7445.80143007226,7167.43589130106,6954.34129965005,7244.33744924049,7552.49274569517
"N0852","QUARTERLY","INDUSTRY","EAT",7049.93923367713,6864.93365112129,7090.60944794621,7355.65753204687,7060.21942666904,6859.62370706104,7093.9900612709,7366.46514977005
"N0852","QUARTERLY","INDUSTRY","BAT",7062.80774579148,6868.7730690816,7153.07670691747,7460.2901135436,7186.64942648794,6976.65245376392,7268.69291214905,7581.47462411452
"N0852","QUARTERLY","INDUSTRY","BET",7057.47232322201,6918.80927192241,7164.26112664171,7441.58205004211,7184.97815376605,7045.67973041807,7290.532451259,7566.45308809542
"N0852","QUARTERLY","INDUSTRY","BEAT",7056.93923565485,6878.16453514749,7137.67583448577,7425.83278142621,7149.82072455602,6959.07429772327,7224.38821847986,7516.72140191879
"N0852","QUARTERLY","INDUSTRY","medianBEAT",7055.24199789322,6912.09806028561,7106.95419291034,7372.25590553328,7070.66183062343,6939.80656077212,7128.00733183513,7388.46685698928
"N0852","QUARTERLY","INDUSTRY","meanBaggedBEAT",6963.49546716796,6855.73762185162,7013.0944928403,7244.87089862673,7024.85546550811,6905.79455242842,7070.32636519175,7306.01824862564
"N0852","QUARTERLY","INDUSTRY","medianBaggedBEAT",6974.78793378597,6850.14634021088,6951.56436733394,7196.8006536522,6999.27291518787,6860.96481501772,7032.69467583556,7291.26277191493
"N0852","QUARTERLY","INDUSTRY","meanPertBEAT",6980.32143065747,6880.21254485686,7056.11744138036,7271.60327211977,7021.68903094655,6917.24817417434,7104.74159227237,7313.98561852473
"N0852","QUARTERLY","INDUSTRY","medianPertBEAT",6974.7423040978,6899.63237720747,7059.23329888934,7258.48586549484,7029.90158977708,6952.37298843904,7116.85393917298,7298.61833758867
