"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1720","MONTHLY","MICRO","Auto.Arima",3988.05672088576,3903.23590969545,3921.30565749982,3881.07075520721,3868.27333531318,3858.90560071898,3835.81912492548,3847.02950213021,3851.3805087353,3859.16120064021,3890.94968964388,3806.12887845357,3818.72085651763,3794.8076874605,3788.53863028711,3772.27124304626,3760.70895230774,3749.73479863202
"N1720","MONTHLY","MICRO","BSTS",4022.90650824908,3798.30610048947,3909.62527695973,3830.66652474511,3797.24269596239,4003.58799490899,3893.960409502,3995.19649077212,4094.57249285616,4137.21969992484,4034.48377271042,3933.34034590991,4036.92193201608,3832.17913149847,3946.75012475597,3853.32352744594,3814.44481448966,4026.98649737674
"N1720","MONTHLY","MICRO","ETS",3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356,3985.89464268356
"N1720","MONTHLY","MICRO","THETA",3947.26941996485,3860.48829295842,3884.27115765005,3761.80431424928,3744.18096294548,3966.6503997794,3819.39551817172,3919.15137356478,4003.13610386268,4040.81367988456,3858.35638223276,3836.30255725646,3862.84604226576,3777.77354814779,3800.89797898579,3680.91511532989,3663.52618976871,3881.04966794019
"N1720","MONTHLY","MICRO","BEA",3998.95262393947,3895.81221762283,3938.9418590477,3899.21064087863,3883.80355798638,3949.46274610384,3905.22472570368,3942.70687852863,3977.28254809167,3994.09184774954,3970.44270167929,3908.45462234901,3947.17914373909,3870.96048721418,3907.06113257555,3870.49647105859,3853.68280316032,3920.87197956411
"N1720","MONTHLY","MICRO","EAT",3973.74026117806,3916.53961511247,3930.49048594448,3876.25657071335,3866.11631364741,3937.15021439398,3880.36976192692,3917.35850612618,3946.80375176051,3961.95650773611,3911.73357152007,3876.10869279786,3889.15384715565,3852.82529276395,3858.44375065215,3813.02700035324,3803.37659492001,3872.22636975192
"N1720","MONTHLY","MICRO","BAT",3986.0775496999,3854.01010104778,3905.06736403653,3824.51386473387,3803.23233140702,3943.04799846912,3849.72501753307,3920.4591221557,3983.02970181805,4012.3981934832,3927.92994819569,3858.59059387331,3906.16294359982,3801.58678903559,3845.39557800962,3768.83662860737,3746.22665218871,3885.92365464965
"N1720","MONTHLY","MICRO","BET",3985.35685696583,3881.56301204382,3926.59702576445,3859.45516055932,3842.43943386381,3985.37767912398,3899.75019011909,3966.74750234015,4027.86774646747,4054.64267416432,3959.57826587558,3918.51251528331,3961.88753898847,3865.28244077661,3911.18091547511,3840.04442848646,3821.28854898064,3964.64360266683
"N1720","MONTHLY","MICRO","BEAT",3986.03182294581,3886.98123645672,3925.27418369829,3864.85905922129,3848.89790922615,3953.75965952273,3883.76742382069,3936.81800228767,3983.74593703443,4005.77230578329,3942.42112181766,3890.41660607588,3926.09586837076,3847.66375244758,3880.52034417811,3823.10113212641,3806.14364981242,3910.91640165813
"N1720","MONTHLY","MICRO","medianBEAT",3986.97568178466,3881.86210132693,3915.46546722978,3855.86863997616,3832.75801563779,3976.27252123148,3864.88976721374,3952.52300812417,3994.51537327312,4013.35416128406,3938.42216616372,3884.82145158319,3924.37034247466,3813.49340947949,3873.82405187088,3812.7973852461,3787.5768833987,3933.47215531187
"N1720","MONTHLY","MICRO","meanBaggedBEAT",3961.62658319452,3843.42887907124,3921.68507049927,3881.34790676883,3801.865480358,3955.6872505686,3874.1972413517,3932.83999704002,3998.82583901049,4018.04409815985,3914.84232444786,3895.9186785352,3924.30610691496,3813.76109064356,3884.0295825239,3848.43176353359,3773.99446109211,3923.14316487094
"N1720","MONTHLY","MICRO","medianBaggedBEAT",3982.71881666083,3853.28748031968,3908.07355460097,3903.38442021492,3829.79420684787,3951.36843557267,3897.8810939373,3934.94098329528,4012.11039069127,4026.56711120912,3911.14008446381,3898.72404979225,3934.20762240615,3825.39980029164,3871.19148048964,3871.52978183255,3790.54416142325,3923.54392066847
"N1720","MONTHLY","MICRO","meanPertBEAT",3910.60673005694,3840.45937072683,3900.54137533203,3848.78635706669,3811.73009358839,3929.93454410528,3850.23020172871,3886.30893203068,3934.48899388551,3942.0050338488,3872.81603855694,3861.18148351902,3865.94332205277,3802.54579795024,3859.05091656783,3815.90059259663,3771.94136589069,3881.74259143977
"N1720","MONTHLY","MICRO","medianPertBEAT",3897.21670437828,3830.09996202447,3900.56195454552,3834.91165395457,3820.08563263303,3916.18605397414,3834.69721236915,3866.74775620034,3932.13790306473,3958.68411435911,3843.46885174966,3863.7570735856,3879.87702758619,3786.7730980923,3860.58688949104,3827.51283987432,3769.58617184532,3871.09481419502
