"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2801","MONTHLY","OTHER","Auto.Arima",5156.61300556086,5055.72601112172,4954.83901668258,4853.95202224344,4753.0650278043,4652.17803336515,4551.29103892601,4450.40404448687,4349.51705004773,4248.63005560859,4147.74306116945,4046.85606673031,3945.96907229117,3845.08207785203,3744.19508341289,3643.30808897375,3542.42109453461,3441.53410009546
"N2801","MONTHLY","OTHER","BSTS",5118.59663856527,5032.17567973275,4944.80191940967,4923.27774277093,4905.39862685648,4662.81323464381,4571.98226554206,4466.20961586761,4465.97681575832,4347.55411462455,4275.71014234804,4139.9594186856,4007.15461921965,3924.45091635156,3839.6181275638,3830.42046504184,3806.27008113961,3568.24870204652
"N2801","MONTHLY","OTHER","ETS",5158.67118354292,5057.54300192919,4956.41482031545,4855.28663870171,4754.15845708797,4653.03027547423,4551.90209386049,4450.77391224675,4349.64573063302,4248.51754901928,4147.38936740554,4046.2611857918,3945.13300417806,3844.00482256432,3742.87664095059,3641.74845933685,3540.62027772311,3439.49209610937
"N2801","MONTHLY","OTHER","THETA",5227.37784561025,5197.24511298648,5167.11238036271,5136.97964773894,5106.84691511517,5076.7141824914,5046.58144986763,5016.44871724386,4986.31598462009,4956.18325199632,4926.05051937254,4895.91778674878,4865.785054125,4835.65232150123,4805.51958887746,4775.38685625369,4745.25412362992,4715.12139100615
"N2801","MONTHLY","OTHER","BEA",5144.62694255635,5048.48156426122,4952.01858546923,4877.50546790536,4804.20737058292,4656.00718116107,4558.39179944286,4455.79585753375,4388.37986547969,4281.56723975081,4190.28085697434,4077.6922237359,3966.08556522963,3871.17927225597,3775.56328397576,3705.15900445081,3629.77048446577,3483.09163275045
"N2801","MONTHLY","OTHER","EAT",5180.88734490468,5103.50470867913,5026.12207245358,4948.73943622803,4871.35680000248,4793.97416377693,4716.59152755138,4639.20889132583,4561.82625510028,4484.44361887473,4407.06098264918,4329.67834642363,4252.29571019808,4174.91307397253,4097.53043774698,4020.14780152143,3942.76516529588,3865.38252907033
"N2801","MONTHLY","OTHER","BAT",5167.52916324546,5095.04893461365,5022.25110548499,4971.40313758444,4921.77018992532,4797.23515016679,4723.2849181119,4644.35412586611,4600.60328347538,4517.45580740982,4449.83457429668,4360.91109072156,4272.96958187861,4201.72843856827,4129.77759995138,4083.03847008976,4031.31509976805,3908.30139771604
"N2801","MONTHLY","OTHER","BET",5168.21522257281,5095.65459821614,5022.77637336261,4971.84800973719,4922.13466635321,4797.51923086981,4723.48860309006,4644.47741511941,4600.64617700381,4517.41830521338,4449.71667637538,4360.71279707539,4272.69089250757,4201.36935347237,4129.33811913062,4082.51859354413,4030.71482749755,3907.62072972068
"N2801","MONTHLY","OTHER","BEAT",5165.31466831982,5085.67245144253,5005.7920341926,4942.37401286375,4879.86725671598,4761.18393149365,4680.43921204905,4595.95907246127,4537.86389526479,4450.22124281218,4374.22327257389,4282.24861448912,4191.01043745347,4112.29753456729,4033.05236020118,3972.71596740153,3908.64139425681,3791.09907231438
"N2801","MONTHLY","OTHER","medianBEAT",5157.64209455189,5056.63450652545,4955.62691849901,4889.28219073632,4829.77854197223,4657.92175505902,4561.94217970128,4458.49176405718,4407.81127319567,4298.09208511657,4211.72660175875,4093.40774270795,3976.56184575541,3884.76649710179,3791.90660548834,3736.86427700779,3674.34558783711,3504.89140107099
"N2801","MONTHLY","OTHER","meanBaggedBEAT",5153.94067140233,5069.68981051815,4983.93719839961,4906.25346940796,4825.83083118858,4736.70745233386,4649.72606607968,4563.49170139133,4486.98717756657,4403.66600346914,4320.62864154159,4238.85198610498,4155.54960214747,4072.76804564763,3989.86300045729,3907.80021610718,3824.96518654186,3741.58021301074
"N2801","MONTHLY","OTHER","medianBaggedBEAT",5130.41656089298,5043.02266076564,4953.74989413897,4872.21245583893,4792.56719882711,4699.67471708014,4616.99022524481,4529.2499380649,4451.33057829934,4355.91975041079,4268.16805967428,4182.10380590606,4094.60110747469,4010.13227817778,3922.92351204588,3838.50906217773,3751.76857253652,3666.74000454907
"N2801","MONTHLY","OTHER","meanPertBEAT",5110.30290415239,5013.52908437425,4922.05456530846,4826.54129225959,4739.02855037478,4639.40855756882,4552.32015865676,4455.87861366738,4365.76757935079,4269.88151153721,4181.61684153794,4084.75177155933,3994.67999642805,3899.61964938586,3809.45548990249,3714.17859327704,3624.11641790252,3528.93767515094
"N2801","MONTHLY","OTHER","medianPertBEAT",5130.56215350672,5029.17759712374,4947.63156068587,4848.31557298904,4772.42651299862,4662.70688667035,4585.0450816253,4480.57042995402,4402.83949504485,4300.69185870547,4224.36853088296,4122.59077112089,4045.26106558539,3944.45143200394,3866.77318380087,3766.6967640768,3689.56867104145,3590.17309715843
