"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2251","MONTHLY","MACRO","Auto.Arima",6938.57844313466,6987.06528535036,7035.55212756606,7084.03896978176,7132.52581199746,7181.01265421315,7229.49949642885,7277.98633864455,7326.47318086025,7374.96002307595,7423.44686529164,7471.93370750734,7520.42054972304,7568.90739193874,7617.39423415444,7665.88107637013,7714.36791858583,7762.85476080153
"N2251","MONTHLY","MACRO","BSTS",6976.23273965618,7036.94550095166,7197.66738901991,7328.82143038931,7458.20034100955,7554.12604031918,7652.8235163498,7769.02417760544,7898.43586850603,7994.25457633709,8095.99978296361,8207.19508610304,8290.52283635004,8348.82963786261,8509.03988882633,8632.11224632474,8761.8089256696,8856.01992756052
"N2251","MONTHLY","MACRO","ETS",6941.29092483784,6994.5841569943,7047.87738915077,7101.17062130724,7154.4638534637,7207.75708562017,7261.05031777664,7314.3435499331,7367.63678208957,7420.93001424604,7474.2232464025,7527.51647855897,7580.80971071544,7634.1029428719,7687.39617502837,7740.68940718484,7793.9826393413,7847.27587149777
"N2251","MONTHLY","MACRO","THETA",6863.88420826464,6805.70641203182,6926.74754903354,6948.69060675075,7014.11108041167,7005.70628813272,7000.84581066506,7048.55501153434,7139.14118503967,7087.29634693943,7077.2175744276,7138.78883866785,7113.04067436603,7052.0059969028,7176.67389220907,7198.65709104494,7265.67681214731,7256.22183429359
"N2251","MONTHLY","MACRO","BEA",6952.03403587623,7006.19831443211,7093.69896857891,7171.3436738261,7248.39666882357,7314.29859338417,7381.12444351843,7453.7846887277,7530.84861048528,7596.71487121969,7664.55663155258,7735.54842405645,7797.25103226284,7850.61332422442,7937.94343266971,8012.89424329324,8090.05316119891,8155.38351995327
"N2251","MONTHLY","MACRO","EAT",6914.58452541238,6929.1186181255,7003.39235525012,7044.63339927992,7100.36691529094,7131.49200932201,7163.79854162352,7213.62830003733,7277.75038266316,7294.39546142047,7324.96256204058,7379.41300824472,7404.75697826817,7418.33877723782,7493.82143379729,7535.07585819997,7591.34245669148,7622.1174888643
"N2251","MONTHLY","MACRO","BAT",6926.23179701849,6943.23906611128,7053.3223552065,7120.51700230727,7201.61241113956,7246.94832755502,7294.38960781457,7365.18850926145,7454.68341146865,7485.50364878416,7532.22140756095,7605.97254409275,7641.32802014637,7656.58100890138,7767.70267172994,7832.21680457994,7913.95121880092,7958.36550755188
"N2251","MONTHLY","MACRO","BET",6927.13595758622,6945.74535665926,7057.43077573474,7126.22755281577,7208.92509162831,7255.86313802402,7304.90654826383,7377.30757969096,7468.40461187842,7500.82697917419,7549.14686793124,7624.50013444329,7661.45774047717,7678.31285921244,7791.03665202125,7857.15291485151,7940.48945905274,7986.50587778396
"N2251","MONTHLY","MACRO","BEAT",6929.99657897333,6956.07533883204,7051.96111369257,7115.68040705726,7189.8252717206,7237.15051707131,7286.05478530509,7352.47726942936,7432.92175412388,7469.36024014963,7517.72186727134,7586.3585277093,7626.19844278864,7650.96149239401,7747.62604755455,7809.33495523116,7883.95907393601,7930.59309853835
"N2251","MONTHLY","MACRO","medianBEAT",6939.93468398625,6990.82472117233,7041.71475835842,7092.6047955445,7143.49483273058,7194.38486991666,7245.27490710274,7296.16494428883,7347.05498147491,7397.94501866099,7448.83505584707,7499.72509303316,7550.61513021924,7601.50516740532,7652.3952045914,7703.28524177748,7754.17527896357,7805.06531614965
"N2251","MONTHLY","MACRO","meanBaggedBEAT",6891.1940618466,6921.72091323899,7001.2292083638,7054.72721120039,7125.08790005868,7172.01077583583,7223.47086028924,7282.95780146861,7348.883011483,7392.88826575328,7446.14239396153,7501.45070277284,7543.20603846913,7575.05121671321,7654.81184759336,7707.91324489937,7777.03708188275,7823.60645290289
"N2251","MONTHLY","MACRO","medianBaggedBEAT",6890.79393892101,6927.96287099228,7009.12675053772,7055.62747943999,7128.71600013964,7169.14419673021,7222.45961560852,7282.54004306461,7335.72080016389,7384.75979698655,7429.64217671336,7477.64461169452,7533.04171396476,7570.26109843429,7663.11683576103,7711.27139068024,7775.34028132249,7812.02468324723
"N2251","MONTHLY","MACRO","meanPertBEAT",6935.05107898195,6979.1332207976,7112.58039497722,7200.48977898748,7288.68009089499,7370.05602278676,7449.91188813726,7538.11287648575,7632.87670159106,7709.96063697664,7791.36324089772,7868.32397512508,7951.5360196831,7983.73720473817,8114.12830800399,8196.48793792143,8280.73781607231,8358.37221772932
"N2251","MONTHLY","MACRO","medianPertBEAT",6927.8481028756,6963.45802606519,7062.65492543198,7143.52413803658,7233.20049128195,7285.79301390012,7376.3343404166,7474.88163321676,7564.46000787363,7626.88769350609,7713.37312295618,7776.89340336122,7877.76117434637,7909.32735708136,8027.29300418906,8113.36612370016,8202.37994853555,8251.19866237019
