"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1118","QUARTERLY","MACRO","Auto.Arima",5487.30713061768,5491.02763112563,5507.70972072497,5530.87505787125,5557.28324575585,5585.31347272425,5614.15502620801,5643.40239649427
"N1118","QUARTERLY","MACRO","BSTS",5473.07652375611,5403.99119370996,5350.10702898624,5290.06040703775,5240.36728796873,5168.51744673558,5113.05523006536,5052.4665866421
"N1118","QUARTERLY","MACRO","ETS",5442.02347228847,5366.05517366009,5290.0868750317,5214.11857640331,5138.15027777492,5062.18197914654,4986.21368051815,4910.24538188976
"N1118","QUARTERLY","MACRO","THETA",5522.83686554233,5535.32567872685,5552.76545193424,5574.97560294112,5588.26683570256,5600.70995134364,5618.16260555564,5640.44157966094
"N1118","QUARTERLY","MACRO","BEA",5467.46904222075,5420.35799949856,5382.63454158097,5345.01801377077,5311.93360383317,5272.00429953546,5237.8079789305,5202.03812167538
"N1118","QUARTERLY","MACRO","EAT",5484.05582281616,5464.13616117086,5450.1873492303,5439.98974573856,5427.90011974445,5416.06846773814,5406.17710409393,5398.02978601499
"N1118","QUARTERLY","MACRO","BAT",5494.40683997204,5476.78150118748,5470.19406721515,5465.30368928337,5461.97245647572,5451.51362360116,5448.45762060967,5445.43685426577
"N1118","QUARTERLY","MACRO","BET",5479.31228719564,5435.12401536563,5397.65311865073,5359.71819546073,5322.26146714874,5277.13645907525,5239.14383871305,5201.05118273093
"N1118","QUARTERLY","MACRO","BEAT",5481.31099805115,5449.09991930563,5425.16726916929,5402.50741106336,5381.01691180052,5354.1807124875,5332.89663558679,5311.63898617177
"N1118","QUARTERLY","MACRO","medianBEAT",5480.19182718689,5447.5094124178,5428.90837485561,5410.4677324545,5398.82526686229,5376.91545972991,5363.60512813668,5346.45408315152
"N1118","QUARTERLY","MACRO","meanBaggedBEAT",5530.46155826138,5523.96263624747,5520.37762901321,5515.75438934665,5511.83734355024,5505.9172411754,5507.19502209961,5508.57552502248
"N1118","QUARTERLY","MACRO","medianBaggedBEAT",5525.39146165545,5517.25781136191,5511.69782922112,5507.41570558118,5499.95996627733,5490.62845126635,5485.57425740854,5484.12401110103
"N1118","QUARTERLY","MACRO","meanPertBEAT",5530.05968971724,5527.68367724165,5524.35879984176,5527.50133220769,5526.32186119518,5525.62804433469,5531.61906063807,5534.74712468415
"N1118","QUARTERLY","MACRO","medianPertBEAT",5531.74849476818,5537.89436020714,5533.79227979056,5538.00961046392,5533.93145527842,5536.54332493909,5544.41644542389,5548.46931711603
