"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0614","YEARLY","DEMOGRAPHIC","Auto.Arima",6694,5273,3852,2431,1010,-411
"N0614","YEARLY","DEMOGRAPHIC","BSTS",7748.00922977349,7154.41865985655,6535.4495873736,5933.63988581941,5292.13105081853,4698.76438462745
"N0614","YEARLY","DEMOGRAPHIC","ETS",8115.14209978605,8115.14209978605,8115.14209978605,8115.14209978605,8115.14209978605,8115.14209978605
"N0614","YEARLY","DEMOGRAPHIC","THETA",8255.37717759957,8395.59823023115,8535.81928286273,8676.04033549431,8816.26138812589,8956.48244075747
"N0614","YEARLY","DEMOGRAPHIC","BEA",7519.05044318651,6847.5202532142,6167.53056238655,5493.26066186848,4805.75771686819,4134.30216147117
"N0614","YEARLY","DEMOGRAPHIC","EAT",7688.17309246187,7261.2467766724,6834.32046088293,6407.39414509345,5980.46782930398,5553.5415135145
"N0614","YEARLY","DEMOGRAPHIC","BAT",7565.79546912435,6941.00563002924,6307.75629007878,5680.22674043791,5039.46414631481,4414.74894179497
"N0614","YEARLY","DEMOGRAPHIC","BET",8039.50950238637,7888.38632995792,7728.80365667413,7574.94077369992,7407.84484624349,7256.79630839032
"N0614","YEARLY","DEMOGRAPHIC","BEAT",7703.13212678978,7234.53974746844,6759.6027425056,6288.95558027494,5808.38363468262,5339.84723129274
"N0614","YEARLY","DEMOGRAPHIC","medianBEAT",7931.57566477977,7634.7803798213,7325.29584357983,7024.39099280273,6703.63657530229,6406.95324220675
"N0614","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",8703.81287606716,8683.8298832814,8689.10123363782,8713.12161533018,8748.60231718828,8779.21159260937
"N0614","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",8761.60817857163,8708.2282276752,8757.40282557993,8903.50242829195,9031.31061800181,9078.50714041162
"N0614","YEARLY","DEMOGRAPHIC","meanPertBEAT",8899.31123006065,8904.90913050574,8990.44350126303,9090.48526659642,9205.47399116285,9321.04840425596
"N0614","YEARLY","DEMOGRAPHIC","medianPertBEAT",9030.85668115521,9050.00427284441,9147.10545893235,9163.77827186388,9336.00001516206,9449.89224645167
