"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0656","QUARTERLY","MICRO","Auto.Arima",5524.12085714287,5573.04171428574,5621.96257142862,5670.88342857149,5719.80428571436,5768.72514285723,5817.6460000001,5866.56685714298
"N0656","QUARTERLY","MICRO","BSTS",5493.09588303864,5540.59407428996,5634.23433057771,5691.99298703386,5720.76730545859,5771.69075817026,5865.26111528986,5923.67923615626
"N0656","QUARTERLY","MICRO","ETS",5523.90044039961,5573.87646675495,5623.85249311029,5673.82851946564,5723.80454582098,5773.78057217632,5823.75659853166,5873.73262488701
"N0656","QUARTERLY","MICRO","THETA",5477.74525929928,5485.18392167322,5551.88328433295,5572.04774073535,5574.21744093343,5581.3636393946,5648.80766005609,5668.90142990564
"N0656","QUARTERLY","MICRO","BEA",5513.70572686037,5562.50408511022,5626.68313170554,5678.90164502366,5721.45871233131,5771.39882440127,5835.55457127387,5887.99290606208
"N0656","QUARTERLY","MICRO","EAT",5508.58885228059,5544.03403423797,5599.23278295729,5638.91989625749,5672.60875748959,5707.95645147605,5763.40341952929,5803.06697064521
"N0656","QUARTERLY","MICRO","BAT",5498.3206664936,5532.93990341631,5602.69339544642,5644.97471878023,5671.59634403546,5707.25984680736,5777.23825844868,5819.71584106829
"N0656","QUARTERLY","MICRO","BET",5498.24719424584,5533.21815423938,5603.32336934032,5645.95641574495,5672.929764071,5708.94498991373,5779.27512462587,5822.1044303163
"N0656","QUARTERLY","MICRO","BEAT",5504.7156099701,5543.17404425097,5607.98316986239,5652.18816895158,5684.64839448184,5723.8900281496,5788.86784346943,5833.22003702297
"N0656","QUARTERLY","MICRO","medianBEAT",5508.49816171912,5556.81789428785,5622.90753226945,5672.35597401856,5720.28579558648,5770.20795051374,5820.70129926588,5870.14974101499
"N0656","QUARTERLY","MICRO","meanBaggedBEAT",5473.35201730356,5512.63335507176,5589.87284517583,5635.32948097764,5652.26386090236,5690.99897561586,5767.35211121404,5811.54610842855
"N0656","QUARTERLY","MICRO","medianBaggedBEAT",5479.62059455484,5513.58461573761,5599.78110649412,5648.25843296773,5663.51150584323,5697.45725650533,5781.50467877113,5828.56367397195
"N0656","QUARTERLY","MICRO","meanPertBEAT",5461.62998645293,5492.79802275542,5573.81722025891,5617.16189735234,5635.36777500506,5668.38143868667,5750.03024504775,5794.22870250656
"N0656","QUARTERLY","MICRO","medianPertBEAT",5451.81544381158,5476.82211625966,5556.83667678355,5605.58215114894,5615.00605956277,5646.83924854044,5723.56105353441,5770.58741427324
