"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0037","YEARLY","MICRO","Auto.Arima",1947.14538461474,2080.50076922948,2213.85615384422,2347.21153845896,2480.5669230737,2613.92230768843
"N0037","YEARLY","MICRO","BSTS",1736.53137028801,1922.45663358577,2100.63759303005,2277.32338513014,2445.72484366414,2625.43044526688
"N0037","YEARLY","MICRO","ETS",1813.69568387557,1813.69568387557,1813.69568387557,1813.69568387557,1813.69568387557,1813.69568387557
"N0037","YEARLY","MICRO","THETA",1863.64375621263,1913.5867342346,1963.52971225658,2013.47269027856,2063.41566830054,2113.35864632252
"N0037","YEARLY","MICRO","BEA",1832.45747959277,1938.88436223027,2042.72981024995,2146.07686915489,2246.6624835378,2351.0161456103
"N0037","YEARLY","MICRO","EAT",1874.82827490098,1935.92772911322,1997.02718332546,2058.1266375377,2119.22609174994,2180.32554596217
"N0037","YEARLY","MICRO","BAT",1849.10683703846,1972.18137901662,2092.67448637695,2212.66920462255,2329.90247834612,2450.90379975928
"N0037","YEARLY","MICRO","BET",1804.62360345874,1883.24635056531,1959.28766305407,2034.83058642809,2107.61206528008,2184.16159182166
"N0037","YEARLY","MICRO","BEAT",1840.25404874774,1932.55995523135,2022.92978575161,2112.92582443581,2200.85077972849,2291.60177078835
"N0037","YEARLY","MICRO","medianBEAT",1838.6697200441,1918.02168391018,2032.08365264332,2145.39803770435,2254.57025598234,2363.64047700547
"N0037","YEARLY","MICRO","meanBaggedBEAT",1720.93418105503,1874.63381261507,2027.80633814603,2181.04320580727,2334.3230712682,2488.36606086342
"N0037","YEARLY","MICRO","medianBaggedBEAT",1779.52287525329,1920.18062503471,2062.55987388765,2213.77388331761,2356.00348890507,2498.84430704839
"N0037","YEARLY","MICRO","meanPertBEAT",1632.75893050892,1770.9351503556,1918.34281404,2058.26324357291,2204.31352022985,2347.33553778373
"N0037","YEARLY","MICRO","medianPertBEAT",1512.16345185246,1613.94215313868,1724.76334488183,1827.52359776407,1935.60356678543,2040.81294225075
