"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1400","QUARTERLY","DEMOGRAPHIC","Auto.Arima",8202.62795661821,8162.48033355354,8086.88380432767,8179.97673469545,8299.8516744312,8303.15042276895,8261.73831198885,8376.98197438777
"N1400","QUARTERLY","DEMOGRAPHIC","BSTS",8230.79278067785,8193.71149615028,8113.27447175488,8185.05636240392,8275.63323516816,8238.81694407474,8160.99494027171,8234.48077318848
"N1400","QUARTERLY","DEMOGRAPHIC","ETS",8190.7244391382,8116.58268039956,8004.28220458844,8055.13636462073,8116.68695422259,8044.78605017676,7934.99821063688,7986.9116551273
"N1400","QUARTERLY","DEMOGRAPHIC","THETA",8230.85049056099,8195.74127388386,8113.54952316277,8205.17031597216,8306.77356526079,8271.16655925085,8188.04699927522,8280.33650003516
"N1400","QUARTERLY","DEMOGRAPHIC","BEA",8208.04839214476,8157.59150336779,8068.14682689033,8140.05648724003,8230.72395460732,8195.58447234015,8119.24382096581,8199.45813423452
"N1400","QUARTERLY","DEMOGRAPHIC","EAT",8208.06762877247,8158.26809594565,8068.23851069296,8146.76113842945,8241.10406463819,8206.36767739885,8128.26117396698,8214.74337651674
"N1400","QUARTERLY","DEMOGRAPHIC","BAT",8221.42374261902,8183.97770119589,8104.56926641511,8190.06780435718,8294.08615828672,8271.04464203151,8203.5934171786,8297.26641587047
"N1400","QUARTERLY","DEMOGRAPHIC","BET",8217.45590345901,8168.6784834779,8077.03539983536,8148.4543476656,8233.03125155052,8184.92318450078,8094.68005006127,8167.24297611698
"N1400","QUARTERLY","DEMOGRAPHIC","BEAT",8213.74891674881,8167.12894599681,8079.49750095844,8156.33494442306,8249.73635727069,8214.47999406782,8136.44461554317,8219.67772568468
"N1400","QUARTERLY","DEMOGRAPHIC","medianBEAT",8216.71036864803,8178.09591485191,8100.07913804128,8182.51654854968,8287.74245479968,8254.99175166279,8174.52096977346,8257.40863661182
"N1400","QUARTERLY","DEMOGRAPHIC","meanBaggedBEAT",8245.15911875475,8254.92400393956,8233.57494303701,8305.95188609946,8389.65649689575,8393.61707975356,8359.55629629055,8421.76900374565
"N1400","QUARTERLY","DEMOGRAPHIC","medianBaggedBEAT",8252.32630775851,8266.01154545125,8253.03985943184,8314.91343935584,8395.754060281,8403.36792332914,8367.32922450418,8420.42559021444
"N1400","QUARTERLY","DEMOGRAPHIC","meanPertBEAT",8243.29464145373,8253.37682758256,8224.32040951811,8303.43090192577,8389.7523051043,8392.43774898693,8353.89700716057,8422.55469229053
"N1400","QUARTERLY","DEMOGRAPHIC","medianPertBEAT",8245.50324438747,8258.02671271455,8229.62500760282,8312.0216866763,8403.19453573598,8404.22570979348,8362.17755354139,8436.32949650431
