"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2830","OTHER","MICRO","Auto.Arima",4571.38896837838,4531.23562814148,4558.81495231335,4550.70502555602,4544.68064591736,4555.45264996566,4547.13522360758,4550.29416132603
"N2830","OTHER","MICRO","BSTS",4560.85138226324,4576.5249801626,4586.84703147554,4601.46043725491,4621.15781374773,4649.73020978836,4667.57719051791,4688.37277234591
"N2830","OTHER","MICRO","ETS",4542.51047643545,4542.51047643545,4542.51047643545,4542.51047643545,4542.51047643545,4542.51047643545,4542.51047643545,4542.51047643545
"N2830","OTHER","MICRO","THETA",4550.57763107005,4558.64398168725,4566.71033230445,4574.77668292165,4582.84303353885,4590.90938415605,4598.97573477325,4607.04208539045
"N2830","OTHER","MICRO","BEA",4558.25027569235,4550.09036157984,4562.72415340811,4564.89197974879,4569.44964536685,4582.56444539649,4585.74096352031,4593.72580336913
"N2830","OTHER","MICRO","EAT",4554.82569196129,4544.13002875473,4556.01192035108,4555.99739497104,4556.67805196389,4562.95750351905,4562.87381160543,4566.61557438398
"N2830","OTHER","MICRO","BAT",4560.93932723722,4555.46819666378,4570.79077203111,4575.64738191086,4582.89383106798,4598.69741463669,4604.56271629958,4615.23633968746
"N2830","OTHER","MICRO","BET",4551.31316325624,4559.22647942843,4565.35594673848,4572.91586553733,4582.17044124068,4594.38335679329,4603.02113390887,4612.64177805727
"N2830","OTHER","MICRO","BEAT",4556.33211453678,4552.22876660669,4563.7206981322,4567.36315554201,4572.79799240985,4584.65068008638,4589.04965633355,4597.05487387446
"N2830","OTHER","MICRO","medianBEAT",4555.71450666664,4550.57722906135,4562.7626423089,4562.74085423883,4563.76183972811,4573.18101706085,4573.05547919042,4578.66812335824
"N2830","OTHER","MICRO","meanBaggedBEAT",4605.04467802226,4627.24854108861,4627.89177754605,4636.28984413696,4638.70541248834,4645.6628327631,4644.46347089007,4649.60908807472
"N2830","OTHER","MICRO","medianBaggedBEAT",4605.09089402712,4623.24025336111,4618.41034360471,4601.22093304478,4609.65908231812,4618.79665619123,4619.22476404019,4628.75364616621
"N2830","OTHER","MICRO","meanPertBEAT",4604.20134214166,4617.63477747783,4629.47519156627,4635.59384851612,4646.67662865575,4650.88418571744,4664.33843911893,4680.12080443277
"N2830","OTHER","MICRO","medianPertBEAT",4604.58542919819,4623.34324646203,4629.35547089267,4639.44157376468,4646.51912460962,4654.93107914913,4661.66021326408,4669.4751139185
