"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1974","MONTHLY","INDUSTRY","Auto.Arima",3920.60655811921,3935.32836134226,3950.05016456532,3964.77196778838,3979.49377101143,3994.21557423449,4008.93737745755,4023.6591806806,4038.38098390366,4053.10278712672,4067.82459034977,4082.54639357283,4097.26819679589,4111.99000001894,4126.711803242,4141.43360646506,4156.15540968811,4170.87721291117
"N1974","MONTHLY","INDUSTRY","BSTS",4036.04201372546,3806.97719498944,3847.10406943328,3889.75168139005,3913.77190438342,3898.72014195281,3903.99917342512,3970.01378820391,3983.73201554751,4017.21452499992,4036.22406799927,4078.59045999781,4203.71965922892,3966.45941013272,4008.37658349429,4054.19035709161,4081.67042914325,4077.28465970705
"N1974","MONTHLY","INDUSTRY","ETS",3858.80581066799,3859.75781617822,3860.66819133341,3861.53875659198,3862.37125280534,3863.16734469901,3863.92862420154,3864.65661362786,3865.35276872343,3866.01848157525,3866.65508339558,3867.26384718396,3867.8459902728,3868.40267676163,3868.93501984495,3869.44408403826,3869.93088730672,3870.39640310081
"N1974","MONTHLY","INDUSTRY","THETA",3894.69040971697,3897.8956474827,3901.10088524843,3904.30612301417,3907.5113607799,3910.71659854563,3913.92183631136,3917.1270740771,3920.33231184283,3923.53754960856,3926.74278737429,3929.94802514003,3933.15326290576,3936.35850067149,3939.56373843722,3942.76897620296,3945.97421396869,3949.17945173442
"N1974","MONTHLY","INDUSTRY","BEA",3938.48479417088,3867.35445750331,3885.940808444,3905.3541352568,3918.5456427334,3918.70102029543,3925.62172502807,3952.77652750413,3962.48858939154,3978.77859790063,3990.23458058154,4009.46690025153,4056.27794876587,3982.2840289711,4001.34113552708,4021.68934919831,4035.9189087127,4039.51942523968
"N1974","MONTHLY","INDUSTRY","EAT",3891.36759283472,3897.6606083344,3903.93974704905,3910.20561579817,3916.45879486556,3922.69983915971,3928.92927932348,3935.14762279519,3941.35535482331,3947.55293943684,3953.74082037322,3959.91942196561,3966.08914999148,3972.25039248402,3978.40352050806,3984.54888890209,3990.68683698784,3996.8176892488
"N1974","MONTHLY","INDUSTRY","BAT",3950.44632718721,3880.06706793814,3899.41837308234,3919.6099240642,3933.59234539158,3934.55077157764,3942.28612906468,3970.26668098721,3980.81510376467,3997.9516205784,4010.26381524111,4030.36162623689,4078.04703964352,4004.93597027438,4024.8840417245,4046.13097991988,4061.26668426668,4065.78044145088
"N1974","MONTHLY","INDUSTRY","BET",3929.84607803681,3854.87688621679,3869.62438200504,3885.1988536654,3894.55150598955,3890.86802839915,3893.94987797934,3917.26582530296,3923.13903203792,3935.59018539458,3943.20731292305,3958.6007774406,4001.57297080249,3923.74019585528,3938.95844725882,3955.46780577761,3965.85851013955,3965.62017151409
"N1974","MONTHLY","INDUSTRY","BEAT",3927.53619805741,3874.98975499816,3889.73082764511,3905.09213219614,3915.78707224502,3916.70491485798,3922.69675284889,3943.86416414737,3951.94952000436,3964.96833582761,3974.36163227973,3989.58718147366,4025.49677730084,3970.8026468962,3985.89678625462,4001.95925594947,4013.43273502669,4016.93443186336
"N1974","MONTHLY","INDUSTRY","medianBEAT",3907.64848391809,3878.82673183046,3880.88453829092,3897.02890220211,3910.64163258166,3904.71837024922,3908.96050486824,3943.57043114051,3952.03216369517,3970.37603730424,3981.48342768678,4004.26924256892,4015.21072985082,3951.4089554021,3973.97016096575,3998.47966664728,4013.82232155597,4013.23205572073
"N1974","MONTHLY","INDUSTRY","meanBaggedBEAT",3942.51670436945,3939.45440045009,3959.38348178453,3994.800531531,3996.43219586202,4010.25924744966,4037.53522279947,4043.94656184568,4060.94210899289,4088.28618172249,4089.55492451223,4111.21753914442,4131.87545202006,4135.3858794883,4150.50313535878,4174.84062015595,4173.38360544376,4185.025592572
"N1974","MONTHLY","INDUSTRY","medianBaggedBEAT",3952.83387191904,3971.34755339381,3982.34987817723,4015.56818636222,4025.97736958046,4028.41983348389,4065.77355570303,4069.59384428554,4071.07773869045,4120.82245968,4112.89281979167,4125.32669189171,4168.85648707924,4154.09303914458,4157.24564978398,4208.26921552916,4195.78468741394,4196.89807574738
"N1974","MONTHLY","INDUSTRY","meanPertBEAT",3938.69827541166,3950.70904860968,3957.22218981271,3983.78889939607,3992.58185092089,4006.75046500815,4029.50014522447,4039.07529610278,4048.04890317479,4080.9744860629,4081.78941348688,4102.88066126304,4118.59705280635,4126.23911755594,4140.79809121296,4168.35793161121,4171.93492842564,4183.49695854888
"N1974","MONTHLY","INDUSTRY","medianPertBEAT",3906.92921724951,3914.91333211299,3933.08349580279,3954.13930257189,3966.46646378217,3988.35185933144,4004.78609385827,4017.94660534545,4036.35240455645,4057.698984412,4075.56990786438,4092.55213471607,4104.59873998959,4122.51997553243,4139.20833409764,4154.7382947661,4170.09302815579,4177.10365359611
