"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0403","YEARLY","DEMOGRAPHIC","Auto.Arima",6380.68914529232,6648.88901068546,6772.76108299824,6829.97323065004,6856.39750674244,6868.60194925449
"N0403","YEARLY","DEMOGRAPHIC","BSTS",7667.09237536095,7705.4819870813,7607.8939198068,7725.76001360736,7535.40176247572,7460.03942583447
"N0403","YEARLY","DEMOGRAPHIC","ETS",7011.91051673238,7011.91051673238,7011.91051673238,7011.91051673238,7011.91051673238,7011.91051673238
"N0403","YEARLY","DEMOGRAPHIC","THETA",7119.81074127444,7164.61843358214,7209.42612588983,7254.23381819752,7299.04151050521,7343.84920281291
"N0403","YEARLY","DEMOGRAPHIC","BEA",7019.89734579522,7122.09383816638,7130.85517317914,7189.21458699659,7134.56992865018,7113.51729727378
"N0403","YEARLY","DEMOGRAPHIC","EAT",6837.47013443305,6941.80598699999,6998.03257520682,7032.03918852665,7055.78317799334,7074.78722293326
"N0403","YEARLY","DEMOGRAPHIC","BAT",7055.86408730924,7172.9964771163,7196.69370956496,7269.98902081831,7230.28025990779,7224.16352596729
"N0403","YEARLY","DEMOGRAPHIC","BET",7266.27121112259,7294.00364579861,7276.41018747634,7330.63478284575,7282.11792990444,7271.93304845992
"N0403","YEARLY","DEMOGRAPHIC","BEAT",7044.87569466502,7132.72498702032,7150.49791135681,7205.46939479682,7175.68782411394,7171.10027365856
"N0403","YEARLY","DEMOGRAPHIC","medianBEAT",7065.86062900341,7088.26447515726,7110.66832131111,7133.07216746495,7155.4760136188,7177.87985977265
"N0403","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",7450.49844262879,7268.25117317504,7289.223006109,7325.90773512236,7474.59887257408,7347.2499457005
"N0403","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",7177.85442666867,7208.46155092056,7260.61759670699,7269.46140741966,7275.39276219145,7297.9637229472
"N0403","YEARLY","DEMOGRAPHIC","meanPertBEAT",6496.99981193443,6483.36906883505,6509.13179738072,6611.31348243968,6696.65449204543,6701.52804613726
"N0403","YEARLY","DEMOGRAPHIC","medianPertBEAT",6602.32007745208,6545.97657181913,6549.81583569786,6685.48240212875,6895.33843889239,6878.84567897639
