"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0800","QUARTERLY","MICRO","Auto.Arima",2090,1550,2590,4620,2090,1550,2590,4620
"N0800","QUARTERLY","MICRO","BSTS",2804.37956039841,2527.11394454116,3495.03811534629,4916.88244801541,3657.8316123244,3329.39054227481,4325.07637490817,5681.33800349747
"N0800","QUARTERLY","MICRO","ETS",1849.64488802454,1465.5686220465,2247.38975746125,4037.99042488377,1849.64788985104,1465.57100054779,2247.39340479604,4037.99697822099
"N0800","QUARTERLY","MICRO","THETA",2146.44202757582,1696.77393649423,2667.08435234711,4320.66844146955,2189.18410740559,1730.3944088347,2719.6704050886,4405.43983242077
"N0800","QUARTERLY","MICRO","BEA",2248.00814947431,1847.56085552922,2777.47595760251,4524.95762429973,2532.49316739181,2114.98718094087,3054.15659323474,4779.77832723949
"N0800","QUARTERLY","MICRO","EAT",2028.69563853345,1570.78085284691,2501.49136993612,4326.21962211777,2042.94399908554,1581.98846979416,2519.02126996155,4354.47893688059
"N0800","QUARTERLY","MICRO","BAT",2346.94052932474,1924.62929367847,2917.3741558978,4619.18362982832,2645.67190657666,2203.26165036984,3211.58225999892,4902.25927863941
"N0800","QUARTERLY","MICRO","BET",2266.82215866625,1896.4855010273,2803.17074171822,4425.18043812291,2565.55453652701,2175.11865055243,3097.3800615976,4708.25827137974
"N0800","QUARTERLY","MICRO","BEAT",2222.61661899969,1809.86412577047,2749.87805628866,4473.88532859218,2446.66590239526,2018.83898791433,2970.5350461982,4686.19370353481
"N0800","QUARTERLY","MICRO","medianBEAT",2118.22101378791,1623.38696824712,2628.54217617356,4470.33422073477,2139.5920537028,1640.19720441735,2654.8352025443,4512.71991621039
"N0800","QUARTERLY","MICRO","meanBaggedBEAT",2559.82982490287,2142.03884211557,3137.58200543505,4705.61331415118,2828.08295493775,2433.91470906534,3450.64899211742,5043.7972358989
"N0800","QUARTERLY","MICRO","medianBaggedBEAT",2620.12523825417,2178.95696287068,3076.76418456226,4786.75884810403,2662.04094231137,2263.12700232559,3308.0992491989,4982.6768204688
"N0800","QUARTERLY","MICRO","meanPertBEAT",2563.78544240254,2177.36053754786,3123.59080733757,4709.90086141489,2809.44274332035,2442.08312662611,3405.67427187783,5019.83083238696
"N0800","QUARTERLY","MICRO","medianPertBEAT",2361.65512101344,1946.70360124247,2905.61017006424,4459.78624761324,2664.3966411392,2257.87961865072,3195.67944670006,4738.2566640344
