"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0525","YEARLY","DEMOGRAPHIC","Auto.Arima",10134.1875000036,10603.3750000073,11072.5625000109,11541.7500000145,12010.9375000182,12480.1250000218
"N0525","YEARLY","DEMOGRAPHIC","BSTS",10579.9065265318,11091.0397812117,11702.1067840809,12294.2633715834,12827.5888942706,13385.8237081911
"N0525","YEARLY","DEMOGRAPHIC","ETS",9664.99019363973,9664.99019363973,9664.99019363973,9664.99019363973,9664.99019363973,9664.99019363973
"N0525","YEARLY","DEMOGRAPHIC","THETA",9939.28603442394,10213.5544167769,10487.8227991298,10762.0911814828,11036.3595638357,11310.6279461886
"N0525","YEARLY","DEMOGRAPHIC","BEA",10126.361406725,10453.1349916196,10813.2198259105,11167.0011884126,11501.1721959762,11843.6463006175
"N0525","YEARLY","DEMOGRAPHIC","EAT",9912.8212426891,10160.6398701413,10408.4584975935,10656.2771250457,10904.0957524979,11151.9143799501
"N0525","YEARLY","DEMOGRAPHIC","BAT",10217.7933536531,10635.9897326653,11087.4973610739,11532.7015176936,11958.2953193748,12392.1922181338
"N0525","YEARLY","DEMOGRAPHIC","BET",10061.3942515318,10323.1947972095,10618.3065922835,10907.1149155686,11176.3128839153,11453.8139493398
"N0525","YEARLY","DEMOGRAPHIC","BEAT",10079.5925636498,10393.2398479089,10731.8705692153,11065.7736866801,11384.969037941,11710.3917120103
"N0525","YEARLY","DEMOGRAPHIC","medianBEAT",10036.7367672138,10408.4647083921,10780.1926495704,11151.9205907486,11523.6485319269,11895.3764731052
"N0525","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",10229.1189116284,10593.2697525041,10950.9060663473,11296.8807640125,11653.9927167231,12005.776216551
"N0525","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",10251.574477869,10674.5332798172,11068.1657022168,11466.130063195,11865.3993818552,12267.9909235598
"N0525","YEARLY","DEMOGRAPHIC","meanPertBEAT",10499.7331315266,10955.5641399381,11302.2328572922,11744.9791343719,12099.8551921561,12534.8169075593
"N0525","YEARLY","DEMOGRAPHIC","medianPertBEAT",10016.3810906752,10665.1757397733,10745.9055167117,11337.5439050379,11512.7483423467,12035.8377086092
