"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1517","MONTHLY","MICRO","Auto.Arima",6985.24817331149,6848.65812485299,6970.07150126054,6742.42142049639,6939.71815715866,7091.48487766809,6985.24817331149,7243.25159817753,7410.19499073791,7152.19156587187,6666.53806024167,6985.24817331149,7087.00720495201,7045.54755753447,7082.40057746118,7013.30116509861,7073.1873224795,7119.25359738788
"N1517","MONTHLY","MICRO","BSTS",6419.36490153495,6609.97473502335,6180.36489590234,6465.43368532239,6096.40537105284,6369.97138328473,6834.97276687794,6907.06898067659,7480.05103346559,6888.83200209695,5598.44644420213,6342.26586947874,6109.46110169266,6374.07009417385,5993.41101019257,6218.36539518022,5820.11054341489,6071.62502602814
"N1517","MONTHLY","MICRO","ETS",7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378,7148.43489742378
"N1517","MONTHLY","MICRO","THETA",6821.46953509552,6815.04645817245,6808.62338124937,6802.20030432629,6795.77722740322,6789.35415048014,6782.93107355706,6776.50799663399,6770.08491971091,6763.66184278783,6757.23876586476,6750.81568894168,6744.3926120186,6737.96953509552,6731.54645817245,6725.12338124937,6718.70030432629,6712.27722740322
"N1517","MONTHLY","MICRO","BEA",6851.01599075674,6869.02258576671,6766.29043152889,6785.43000108085,6728.18614187842,6869.96371945886,6989.55194587107,7099.5851587593,7346.22697387576,7063.15282179753,6471.13980062253,6825.31631340467,6781.63440135615,6856.01751637736,6741.41549502584,6793.36715256754,6680.57758777272,6779.77117361327
"N1517","MONTHLY","MICRO","EAT",6985.05086861026,6937.37982681641,6975.70992664456,6897.68554074882,6961.31009399522,7009.75797519067,6972.20471476411,7056.0648307451,7109.5716026242,7021.42943536116,6857.4039078434,6961.49958655898,6993.27823813146,6977.31733001793,6987.46064435247,6962.28648125725,6980.10750807652,6993.32190740496
"N1517","MONTHLY","MICRO","BAT",6742.02753664732,6757.89310601626,6653.01992613742,6670.01847004836,6610.6335852049,6750.27013714432,6867.7173379155,6975.6095251627,7220.11031463814,6934.89513691888,6340.74109010285,6692.77657724397,6646.95363955442,6719.19572893461,6602.45268194206,6652.26331384273,6537.3327234069,6634.38528360641
"N1517","MONTHLY","MICRO","BET",6796.42311135142,6857.81869687319,6712.47439152516,6805.35629569082,6680.20583195994,6769.25347706288,6922.11291261959,6944.00395824478,7132.85695020009,6933.64291410285,6501.37336916355,6747.17215194806,6667.42953704501,6753.49150889772,6624.4641219296,6697.30789128446,6562.41524838832,6644.11238361838
"N1517","MONTHLY","MICRO","BEAT",6843.62937684143,6855.52855386814,6776.87366895901,6789.62257689221,6745.08391325962,6849.81132721418,6937.89672779257,7018.81586822797,7202.19146033455,6988.28007704511,6542.66454193308,6806.69115728892,6772.32395402176,6826.5055210569,6738.94823581249,6776.30620973799,6690.10826691112,6762.89768706075
"N1517","MONTHLY","MICRO","medianBEAT",6903.3588542035,6831.85229151272,6889.34744125496,6772.31086241134,6867.74769228094,6940.41951407412,6910.11047009471,7027.75193905018,7279.31494408084,7018.63344976037,6711.88841305321,6868.03193112658,6915.69990848531,6891.758546315,6906.97351781681,6869.21227317399,6895.9438134029,6915.76541239555
"N1517","MONTHLY","MICRO","meanBaggedBEAT",6970.85672082043,6974.71623961264,6918.65277769675,6925.27413238307,6801.16780243887,6868.38014885445,6946.43995202056,6963.06133608717,7020.44574084059,6986.67921071379,6749.26493264257,6864.14541323767,6894.57058992034,6899.80313480855,6854.85997691296,6852.28012932861,6755.8023637906,6807.98514374456
"N1517","MONTHLY","MICRO","medianBaggedBEAT",6949.33220388306,6962.04649934944,6954.24083066589,6931.50841168514,6888.13764233823,6884.79022791952,6924.63260285881,6930.26221814375,6970.63726445424,6925.83058227784,6817.22262754123,6880.61343171165,6887.8488207072,6885.93328747054,6877.80985724531,6870.35044161238,6840.06436322622,6825.40730087395
"N1517","MONTHLY","MICRO","meanPertBEAT",6848.33031019114,6905.98819282101,6697.77468879498,6877.46608259687,6852.94426428866,6741.9913305238,7019.6155017917,6958.35631402404,7037.38739783487,6944.50149861754,6676.17193617025,6827.37158209028,6782.10073448252,6820.95974533364,6639.44825679452,6799.16361691428,6758.86398339119,6673.65113844733
"N1517","MONTHLY","MICRO","medianPertBEAT",6866.77566019693,6903.75535252851,6855.28522278886,6870.08242633265,6880.037318423,6762.01339510927,6985.9768092854,6905.48349875085,6957.20775323626,6922.11264942197,6766.41686641253,6829.8915918934,6815.09805199109,6845.18027008419,6779.71120274391,6813.94310767468,6788.26262103151,6693.34314154007
