"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0147","YEARLY","INDUSTRY","Auto.Arima",2268.53000000064,2127.74000000128,1986.95000000192,1846.16000000256,1705.3700000032,1564.58000000384
"N0147","YEARLY","INDUSTRY","BSTS",2140.01787039971,1858.78979609963,1567.71301660777,1290.35535545492,1002.60400941877,722.68524410596
"N0147","YEARLY","INDUSTRY","ETS",2115.53514932307,1825.90648783492,1536.27782634678,1246.64916485863,957.020503370491,667.391841882348
"N0147","YEARLY","INDUSTRY","THETA",2330.34880295018,2251.36123884761,2172.37367474505,2093.38611064248,2014.39854653992,1935.41098243735
"N0147","YEARLY","INDUSTRY","BEA",2174.69433990781,1937.47876131194,1696.98028098549,1461.05484010537,1221.66483759749,984.885695330716
"N0147","YEARLY","INDUSTRY","EAT",2238.13798409129,2068.3359088946,1898.53383369792,1728.73175850123,1558.92968330454,1389.12760810785
"N0147","YEARLY","INDUSTRY","BAT",2246.29889111684,2079.29701164951,1909.01223045158,1743.30048869999,1574.12418532063,1407.55874218239
"N0147","YEARLY","INDUSTRY","BET",2195.30060755765,1978.68584092739,1758.78817256653,1543.46354365201,1324.67435310973,1108.49602280855
"N0147","YEARLY","INDUSTRY","BEAT",2213.6079556684,2015.94938069586,1815.82862942538,1619.13765773965,1419.8482648331,1222.51701710738
"N0147","YEARLY","INDUSTRY","medianBEAT",2204.27393520018,1993.26489805045,1777.33150830485,1568.25767772874,1353.98700471099,1143.6326220549
"N0147","YEARLY","INDUSTRY","meanBaggedBEAT",2238.28353111009,2041.65389102357,1858.17665164365,1661.52971728594,1479.90839368595,1287.61523065418
"N0147","YEARLY","INDUSTRY","medianBaggedBEAT",2224.49300942151,2042.79973622934,1869.6149286698,1672.70809581661,1512.55379425361,1308.55793188215
"N0147","YEARLY","INDUSTRY","meanPertBEAT",2191.12854437836,1985.98999263665,1792.67503955349,1591.55208840755,1391.31617224627,1190.16110794491
"N0147","YEARLY","INDUSTRY","medianPertBEAT",2195.62878642168,1983.26109589043,1769.94753422331,1555.54612894219,1342.84507044729,1127.50082177908
