"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2952","OTHER","OTHER","Auto.Arima",4040.67290411071,3998.8699604885,3957.0670168663,3915.26407324409,3873.46112962189,3831.65818599968,3789.85524237748,3748.05229875527
"N2952","OTHER","OTHER","BSTS",4085.45268662025,4092.15632690181,4102.67927327565,4111.03123411522,4115.95757119431,4125.47667223473,4129.53305641482,4131.36474145122
"N2952","OTHER","OTHER","ETS",4034.74398178294,3993.49390295968,3952.24382413642,3910.99374531316,3869.7436664899,3828.49358766664,3787.24350884338,3745.99343002012
"N2952","OTHER","OTHER","THETA",4048.72755496669,4021.45393745516,3994.18031994364,3966.90670243212,3939.6330849206,3912.35946740908,3885.08584989756,3857.81223238604
"N2952","OTHER","OTHER","BEA",4053.62319083797,4028.17339678333,4003.99670475946,3979.09635089083,3953.05412243537,3928.54281530035,3902.21060254523,3875.13682340887
"N2952","OTHER","OTHER","EAT",4041.38148028678,4004.60593363445,3967.83038698212,3931.05484032979,3894.27929367746,3857.50374702514,3820.72820037281,3783.95265372048
"N2952","OTHER","OTHER","BAT",4058.28438189922,4037.49340828183,4017.9755366952,3997.73400326381,3976.3505952456,3956.49810854783,3934.82471622995,3912.40975753085
"N2952","OTHER","OTHER","BET",4056.30807445663,4035.70138910555,4016.36780578524,3996.31056062017,3975.11144086827,3955.44324243682,3933.95413838526,3911.72346795246
"N2952","OTHER","OTHER","BEAT",4052.39928187015,4026.49353195129,4001.5426085555,3976.04893877615,3949.69886305668,3924.49697832753,3897.92941438331,3870.80567565316
"N2952","OTHER","OTHER","medianBEAT",4044.7002295387,4010.16194897183,3975.62366840497,3941.08538783811,3906.54710727125,3872.00882670438,3837.47054613752,3802.93226557066
"N2952","OTHER","OTHER","meanBaggedBEAT",4097.92633410464,4089.116807531,4077.79118079795,4065.91309897681,4052.94825846953,4039.90304723447,4026.30830784081,4012.54615448027
"N2952","OTHER","OTHER","medianBaggedBEAT",4108.84058764504,4096.18507074448,4078.65508268856,4059.85375777446,4040.40369443361,4021.06416485662,4001.24363508823,3982.07005639253
"N2952","OTHER","OTHER","meanPertBEAT",4103.07245221354,4096.3172819895,4088.72089211852,4078.9197704413,4068.23829761795,4058.78605755281,4047.71489112344,4036.93401382725
"N2952","OTHER","OTHER","medianPertBEAT",4095.11187416021,4080.55931762119,4069.39384894479,4058.53126516725,4046.64849119423,4035.17450679772,4022.71552798669,4010.73973574766
