"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0012","YEARLY","MICRO","Auto.Arima",5786,6656.5,7527,8397.5,9268,10138.5
"N0012","YEARLY","MICRO","BSTS",5373.68548336569,5973.5786356475,6553.76875431033,7149.68874988174,7720.91333093914,8294.9003528083
"N0012","YEARLY","MICRO","ETS",5416.30120707057,5955.08401234098,6493.86681761139,7032.64962288179,7571.4324281522,8110.21523342261
"N0012","YEARLY","MICRO","THETA",5080.73202953655,5246.03458997612,5411.33715041568,5576.63971085524,5741.9422712948,5907.24483173436
"N0012","YEARLY","MICRO","BEA",5525.32889681209,6195.05421599616,6858.21185730724,7526.61279092118,8186.78191969711,8847.87186207697
"N0012","YEARLY","MICRO","EAT",5427.67774553571,5952.5395341057,6477.40132267569,7002.26311124568,7527.12489981567,8051.98668838566
"N0012","YEARLY","MICRO","BAT",5413.47250430075,5958.7044085412,6497.36863490867,7041.27615357899,7576.95186741131,8113.54839484755
"N0012","YEARLY","MICRO","BET",5290.23957332427,5724.89907932153,6152.9909074458,6586.32602787292,7011.42934346204,7437.45347265509
"N0012","YEARLY","MICRO","BEAT",5414.1796799932,5957.79930949115,6496.49318058435,7039.11952090469,7575.57200759653,8112.71510449132
"N0012","YEARLY","MICRO","medianBEAT",5394.99334521813,5964.33132399424,6523.81778596086,7091.16918638177,7646.17287954567,8202.55779311546
"N0012","YEARLY","MICRO","meanBaggedBEAT",5281.56028162478,5756.76153009516,6243.63631680155,6720.00802970599,7204.95064028676,7683.51199707124
"N0012","YEARLY","MICRO","medianBaggedBEAT",5276.40643698523,5689.62513828642,6184.68534965011,6612.31029180467,7095.08388233311,7533.8666046746
"N0012","YEARLY","MICRO","meanPertBEAT",5264.86392847069,5727.23816005545,6187.30832790544,6649.69947990545,7111.48636360188,7574.38203463566
"N0012","YEARLY","MICRO","medianPertBEAT",5292.44851895797,5790.71377600565,6268.8334836185,6747.6679102316,7226.25570244613,7703.63829849733
